"V1","B1_4_7","B5_4_7","L_4_7","loc.B5_4_7","B1_B5_angle_4_7","NPA_1","NPA_3","NPA_2","NPA_18","NPA_27","NPA_29","diff_NBO_1_3","diff_NBO_2_18","diff_NBO_27_29","dip_x_1","dip_y_1","dip_z_1","Total_1","dip_x_2","dip_y_2","dip_z_2","-1-3-","-2-18-","-27-29-","cross_1","cross.angle_1","para_1","para.angle_1","-5V6-","-23V24-","-25V26-","Dihedral(1_4_7_8)","Dihedral(1_2_19_27)","Dist(1, 3)","Dist(2, 18)","Dist(27, 29)","output"
"o_Naph",1.7,5.61,6.43,1.75,91,0.68943,-0.63128,-0.61769,0.42948,0.78597,-0.56142,1.32071,-1.04717,1.34739,1.735,-0.6901,0.6358,1.9725,-0.4245,0.314,1.9005,1779.9017,3601.999,1905.357,1703.6503,89.7072884529172,1658.3152,5.62296775433667,1468.9603,1500.3551,1534.5497,65.5894575990547,177.057850216599,1.21571489232056,1.01072590534774,1.19227564646352,20
"p_azide",1.7,3.58,8.67,6.97,96,0.68648,-0.62874,-0.61919,0.43322,0.78534,-0.56119,1.31522,-1.05241,1.34653,1.3446,1.7757,0.2685,2.2435,-0.4726,1.6487,1.4462,1779.8229,3602.7146,1905.2552,1647.5676,82.6217763047577,1686.1244,7.40479834010749,1461.975,1500.7291,1533.1751,92.3091533963952,174.285477520076,1.21469281681049,1.01095046654621,1.19233864096615,70
"p_Br",1.81,3.14,8.13,4.15,94,0.68674,-0.62744,-0.61837,0.43244,0.78498,-0.56086,1.31418,-1.05081,1.34584,1.5082,1.9148,0.0826,2.4389,-0.4166,1.977,1.3659,1781.3123,3604.0207,1905.391,1645.166,88.5507809306566,1669.6213,1.86182702222494,1463.4482,1500.0222,1532.9601,91.9860564319288,172.693439805873,1.21446319002636,1.01078129535622,1.19232077976776,88
"p_Cl",1.7,3.14,7.82,4.15,91,0.68668,-0.62777,-0.61848,0.43252,0.78496,-0.56096,1.31445,-1.051,1.34592,1.5106,1.8481,0.0803,2.3883,-0.4224,1.8888,1.3992,1780.1758,3603.9435,1905.2811,1646.5122,88.3486375869833,1674.3134,1.93406670405481,1464.0817,1499.6516,1533.1429,93.1643335375623,172.337130137306,1.2145030597516,1.01078006309484,1.19233520145385,74
"p_CN",1.7,3.16,8.58,4.13,92,0.69133,-0.62592,-0.61157,0.42065,0.78677,-0.56454,1.31725,-1.03222,1.35131,-1.0417,5.936,0.1148,6.0278,1.7898,1.2158,5.6261,1788.6047,3607.9125,1903.5398,1639.7081,88.7966582752737,1685.9249,0.829234804306736,1485.4377,1499.6128,1532.9341,115.160104841661,175.134415388626,1.21411860492046,1.01057441438966,1.19287656724323,48
"p_F",1.7,3.14,6.96,1.68,89,0.68607,-0.62905,-0.61874,0.43287,0.78518,-0.56122,1.31512,-1.05161,1.3464,1.4421,1.7439,0.2193,2.2736,-0.4787,1.7237,1.4031,1779.7622,3600.3708,1905.0522,1669.7083,88.3863999811021,1688.6191,2.05464190996873,1461.8811,1499.9339,1533.575,91.9403165494071,173.476919007736,1.21476661163081,1.01080700616191,1.19235602157325,25
"p_I",2.01,3.15,8.53,4.14,94,0.68687,-0.6276,-0.61837,0.43279,0.78499,-0.56059,1.31447,-1.05116,1.34558,1.4409,1.7928,0.1259,2.3035,-0.4015,1.7883,1.3953,1780.2621,3602.4483,1905.375,1639.4502,88.0326073805752,1665.7185,2.15690213022938,1462.9431,1500.3858,1533.3872,92.1810050755363,173.356742977113,1.21448590610554,1.01087479772621,1.19228551000966,93
"p_Me",1.7,3.15,7.32,4.13,92,0.68733,-0.63171,-0.61953,0.43468,0.78548,-0.56147,1.31904,-1.05421,1.34695,1.3467,-0.241,0.3175,1.4044,-0.3365,-0.3337,1.322,1777.8962,3598.5593,1904.9844,1647.4963,89.7971961326554,1692.0771,0.266569693614018,1461.7751,1499.2214,1533.3458,92.9287141516997,174.003286869842,1.21524504576896,1.01106655347559,1.19231960551649,21
"p_nitro",1.7,3.15,7.65,4.15,92,0.69109,-0.62498,-0.61131,0.42081,0.78667,-0.5643,1.31607,-1.03212,1.35097,-1.0333,6.0235,0.0855,6.1121,1.8273,1.2434,5.6985,1788.6719,3606.779,1903.5456,1653.3169,89.7773571259476,1675.8526,0.862231159992058,1485.2955,1500.2767,1533.7107,115.247724466564,174.858529624698,1.21396965750879,1.01061852142438,1.19285661224516,88
"p_OEt",1.7,3.14,9.51,4.15,92,0.68644,-0.63232,-0.62047,0.43464,0.78544,-0.56086,1.31876,-1.05511,1.3463,2.3454,-0.5232,0.449,2.4446,-0.3236,-0.8731,2.2603,1777.6746,3597.2515,1905.7283,1650.5294,80.1938508106238,1692.2871,9.56469272446886,1460.1243,1500.807,1533.5817,92.9418382692866,174.983968816962,1.21540630031319,1.01116701256172,1.19220390502674,35
"p_OMe",1.7,3.14,8.45,4.15,92,0.68639,-0.63185,-0.62066,0.43451,0.78553,-0.56097,1.31824,-1.05517,1.3465,2.3404,-0.2455,0.475,2.4006,-0.3361,-0.6446,2.2879,1778.7068,3597.983,1905.225,1651.4483,81.4585950929751,1692.0495,9.43967935949729,1461.4102,1500.0871,1533.1834,92.6734028609221,175.564662111219,1.21532908249453,1.01117377189779,1.19223608610501,26
"p_Ph",2.02,3.28,10.68,8.39,118,0.68743,-0.63022,-0.61946,0.4344,0.78526,-0.56036,1.31765,-1.05386,1.34562,1.219,0.1454,0.41,1.2943,-0.3507,-0.0118,1.2458,1779.06,3600.0106,1905.5588,1634.0193,89.738807779022,1688.4858,1.16475373784144,1462.954,1500.9609,1533.6331,89.8225054886708,175.141820575347,1.21499998600617,1.0111714557779,1.19217383559026,67
"p_SCF3",1.7,4.01,9,5.81,154,0.69196,-0.62502,-0.61337,0.42031,0.78698,-0.56428,1.31698,-1.03368,1.35126,-0.9403,3.7121,1.3054,4.0457,-0.2811,1.1097,3.8804,1789.1506,3604.3707,1903.9539,1638.4792,88.6962371845396,1670.8658,0.425577782323857,1485.4334,1500.3367,1533.0022,114.20683181873,175.427308381503,1.21402549717788,1.01079424808069,1.19277181337002,73
"p_SMe",1.7,3.38,8.67,6.18,119,0.68696,-0.63089,-0.61908,0.43362,0.78525,-0.56193,1.31785,-1.0527,1.34718,0.2688,-0.0632,0.0972,0.2928,-0.1188,-0.0541,0.262,1778.2643,3599.5804,1904.3186,1632.8588,85.5549635161771,1676.78,3.89825397758133,1462.4494,1500.6573,1533.5211,92.1892946345359,171.739706144668,1.21507149095228,1.01078783879012,1.19242578317185,23
"p_tfm",2.11,3.16,7.69,4.13,112,0.69179,-0.6249,-0.61382,0.42018,0.78685,-0.56454,1.31669,-1.034,1.35139,-0.8286,4.0573,0.1671,4.1444,0.8871,1.2304,3.8569,1789.5413,3605.8872,1903.6874,1660.0118,86.1920371690687,1694.7474,2.82110509443836,1485.2194,1499.7513,1533.1713,114.373320988448,174.49523647706,1.21405824129734,1.01081626229993,1.19282570478046,92
